"","X","date","year","month","day","site","mpa","observer","transect","common_name","sizeclass","count","fish_spp","common_family","foodweb","a","b","biomass","density","Site_Name"
"3884",3884,"","2007",NA,NA,"Lucas Ledge","Outside",NA,10,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Luca's Ledges"
"3885",3885,"","2007",NA,NA,"West Point","Outside",NA,1,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"West Point"
"3886",3886,"","2007",NA,NA,"West Point","Outside",NA,2,"Spanish Hogfish",20,3,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,506.29277,0.1,"West Point"
"3887",3887,"","2007",NA,NA,"West Point","Outside",NA,4,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"West Point"
"3888",3888,"","2007",NA,NA,"West Point","Outside",NA,6,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"West Point"
"3889",3889,"","2007",NA,NA,"West Point","Outside",NA,9,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"West Point"
"3890",3890,"","2009",NA,NA,"Coral City","Outside",NA,2,"Spanish Hogfish",20,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,337.52852,0.066666667,"Coral City"
"3891",3891,"","2009",NA,NA,"Coral City","Outside",NA,2,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Coral City"
"3892",3892,"","2009",NA,NA,"Coral City","Outside",NA,2,"Spanish Hogfish",40,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2854.18985,0.066666667,"Coral City"
"3893",3893,"","2009",NA,NA,"Coral City","Outside",NA,4,"Spanish Hogfish",40,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2854.18985,0.066666667,"Coral City"
"3894",3894,"","2009",NA,NA,"Coral City","Outside",NA,8,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"Coral City"
"3895",3895,"","2009",NA,NA,"Coral City","Outside",NA,9,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Coral City"
"3896",3896,"","2009",NA,NA,"Coral City","Outside",NA,10,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Coral City"
"3897",3897,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,2,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Grundy's Gardens"
"3898",3898,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,5,"Spanish Hogfish",40,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2854.18985,0.066666667,"Grundy's Gardens"
"3899",3899,"","2009",NA,NA,"Grundy's Gardens","Inside ",NA,9,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"Grundy's Gardens"
"3900",3900,"","2009",NA,NA,"Jigsaw","Outside",NA,2,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Jigsaw Puzzle"
"3901",3901,"","2009",NA,NA,"Jigsaw","Outside",NA,3,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Jigsaw Puzzle"
"3902",3902,"","2009",NA,NA,"Jigsaw","Outside",NA,7,"Spanish Hogfish",30,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1176.7157,0.066666667,"Jigsaw Puzzle"
"3903",3903,"","2009",NA,NA,"Joy's Joy","Outside",NA,2,"Spanish Hogfish",40,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1427.09492,0.033333333,"Joy's Joy"
"3904",3904,"","2009",NA,NA,"Joy's Joy","Outside",NA,3,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Joy's Joy"
"3905",3905,"","2009",NA,NA,"Meadows","Inside ",NA,1,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"The Meadows"
"3906",3906,"","2009",NA,NA,"Meadows","Inside ",NA,1,"Spanish Hogfish",40,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1427.09492,0.033333333,"The Meadows"
"3907",3907,"","2009",NA,NA,"Meadows","Inside ",NA,2,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"The Meadows"
"3908",3908,"","2009",NA,NA,"Meadows","Inside ",NA,5,"Spanish Hogfish",30,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1176.7157,0.066666667,"The Meadows"
"3909",3909,"","2009",NA,NA,"Meadows","Inside ",NA,7,"Spanish Hogfish",30,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1176.7157,0.066666667,"The Meadows"
"3910",3910,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,2,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Sailfin Miniwall"
"3911",3911,"","2009",NA,NA,"Mixing Bowl","Inside ",NA,5,"Spanish Hogfish",30,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1176.7157,0.066666667,"Sailfin Miniwall"
"3912",3912,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,2,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Paul's Anchor"
"3913",3913,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,5,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Paul's Anchor"
"3914",3914,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,7,"Spanish Hogfish",40,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2854.18985,0.066666667,"Paul's Anchor"
"3915",3915,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,8,"Spanish Hogfish",40,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1427.09492,0.033333333,"Paul's Anchor"
"3916",3916,"","2009",NA,NA,"Pauls Anchors","Inside ",NA,9,"Spanish Hogfish",30,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1176.7157,0.066666667,"Paul's Anchor"
"3917",3917,"","2009",NA,NA,"Sailfin","Outside",NA,1,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"Sailfin Reef"
"3918",3918,"","2009",NA,NA,"Sailfin","Outside",NA,3,"Spanish Hogfish",30,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1176.7157,0.066666667,"Sailfin Reef"
"3919",3919,"","2009",NA,NA,"Sailfin","Outside",NA,7,"Spanish Hogfish",40,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1427.09492,0.033333333,"Sailfin Reef"
"3920",3920,"","2009",NA,NA,"Snapshot","Outside",NA,1,"Spanish Hogfish",30,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1176.7157,0.066666667,"Snap Shot"
"3921",3921,"","2009",NA,NA,"Snapshot","Outside",NA,2,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"Snap Shot"
"3922",3922,"6/2/12","2012",NA,NA,"Coral City","Outside",NA,1,"Spanish Hogfish",10,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,19.95759,0.033333333,"Coral City"
"3923",3923,"6/2/12","2012",NA,NA,"Coral City","Outside",NA,2,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Coral City"
"3924",3924,"6/2/12","2012",NA,NA,"Coral City","Outside",NA,3,"Spanish Hogfish",5,9,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,21.24116,0.3,"Coral City"
"3925",3925,"6/2/12","2012",NA,NA,"Coral City","Outside",NA,3,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"Coral City"
"3926",3926,"6/2/12","2012",NA,NA,"Coral City","Outside",NA,3,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Coral City"
"3927",3927,"6/2/12","2012",NA,NA,"Coral City","Outside",NA,6,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Coral City"
"3928",3928,"6/2/12","2012",NA,NA,"Coral City","Outside",NA,7,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Coral City"
"3929",3929,"6/2/12","2012",NA,NA,"Coral City","Outside",NA,7,"Spanish Hogfish",10,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,19.95759,0.033333333,"Coral City"
"3930",3930,"6/2/12","2012",NA,NA,"Coral City","Outside",NA,10,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Coral City"
"3931",3931,"6/2/12","2012",NA,NA,"Grundy's Gardens","Inside ",NA,5,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Grundy's Gardens"
"3932",3932,"6/2/12","2012",NA,NA,"Grundy's Gardens","Inside ",NA,5,"Spanish Hogfish",10,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,19.95759,0.033333333,"Grundy's Gardens"
"3933",3933,"6/2/12","2012",NA,NA,"Grundy's Gardens","Inside ",NA,5,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Grundy's Gardens"
"3934",3934,"6/2/12","2012",NA,NA,"Grundy's Gardens","Inside ",NA,6,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Grundy's Gardens"
"3935",3935,"6/2/12","2012",NA,NA,"Grundy's Gardens","Inside ",NA,7,"Spanish Hogfish",5,3,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,7.08039,0.1,"Grundy's Gardens"
"3936",3936,"6/2/12","2012",NA,NA,"Grundy's Gardens","Inside ",NA,9,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Grundy's Gardens"
"3937",3937,"5/28/12","2012",NA,NA,"ICON","Inside ",NA,2,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"Icon"
"3938",3938,"5/28/12","2012",NA,NA,"ICON","Inside ",NA,8,"Spanish Hogfish",5,3,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,7.08039,0.1,"Icon"
"3939",3939,"5/28/12","2012",NA,NA,"ICON","Inside ",NA,9,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Icon"
"3940",3940,"","2012",NA,NA,"Meadows","Inside ",NA,5,"Spanish Hogfish",10,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,19.95759,0.033333333,"The Meadows"
"3941",3941,"","2012",NA,NA,"Meadows","Inside ",NA,8,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"The Meadows"
"3942",3942,"5/30/12","2012",NA,NA,"Mixing Bowl","Inside ",NA,2,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Sailfin Miniwall"
"3943",3943,"5/30/12","2012",NA,NA,"Mixing Bowl","Inside ",NA,4,"Spanish Hogfish",5,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,4.72026,0.066666667,"Sailfin Miniwall"
"3944",3944,"5/30/12","2012",NA,NA,"Mixing Bowl","Inside ",NA,8,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Sailfin Miniwall"
"3945",3945,"","2012",NA,NA,"Sailfin","Outside",NA,1,"Spanish Hogfish",5,4,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,9.44052,0.133333333,"Sailfin Reef"
"3946",3946,"","2012",NA,NA,"Sailfin","Outside",NA,1,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"Sailfin Reef"
"3947",3947,"","2012",NA,NA,"Sailfin","Outside",NA,3,"Spanish Hogfish",5,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,4.72026,0.066666667,"Sailfin Reef"
"3948",3948,"","2012",NA,NA,"Sailfin","Outside",NA,5,"Spanish Hogfish",5,5,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,11.80064,0.166666667,"Sailfin Reef"
"3949",3949,"5/29/12","2012",NA,NA,"Snapshot","Outside",NA,1,"Spanish Hogfish",30,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,588.35785,0.033333333,"Snap Shot"
"3950",3950,"5/29/12","2012",NA,NA,"Snapshot","Outside",NA,4,"Spanish Hogfish",5,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,4.72026,0.066666667,"Snap Shot"
"3951",3951,"","2012",NA,NA,"West Point","Outside",NA,2,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"West Point"
"3952",3952,"6/12/13","2013",NA,NA,"Coral City","Outside",NA,1,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Coral City"
"3953",3953,"6/12/13","2013",NA,NA,"Coral City","Outside",NA,2,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Coral City"
"3954",3954,"6/12/13","2013",NA,NA,"Coral City","Outside",NA,8,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Coral City"
"3955",3955,"6/12/13","2013",NA,NA,"Grundy's Gardens","Inside ",NA,1,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"Grundy's Gardens"
"3956",3956,"6/12/13","2013",NA,NA,"Grundy's Gardens","Inside ",NA,3,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Grundy's Gardens"
"3957",3957,"6/12/13","2013",NA,NA,"Grundy's Gardens","Inside ",NA,4,"Spanish Hogfish",5,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,4.72026,0.066666667,"Grundy's Gardens"
"3958",3958,"6/12/13","2013",NA,NA,"Grundy's Gardens","Inside ",NA,4,"Spanish Hogfish",10,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,19.95759,0.033333333,"Grundy's Gardens"
"3959",3959,"6/12/13","2013",NA,NA,"Grundy's Gardens","Inside ",NA,6,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Grundy's Gardens"
"3960",3960,"6/12/13","2013",NA,NA,"Grundy's Gardens","Inside ",NA,8,"Spanish Hogfish",5,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,4.72026,0.066666667,"Grundy's Gardens"
"3961",3961,"6/11/13","2013",NA,NA,"Joy's Joy","Outside",NA,1,"Spanish Hogfish",5,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,4.72026,0.066666667,"Joy's Joy"
"3962",3962,"6/11/13","2013",NA,NA,"Joy's Joy","Outside",NA,1,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"Joy's Joy"
"3963",3963,"6/11/13","2013",NA,NA,"Joy's Joy","Outside",NA,2,"Spanish Hogfish",10,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,19.95759,0.033333333,"Joy's Joy"
"3964",3964,"6/11/13","2013",NA,NA,"Joy's Joy","Outside",NA,2,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"Joy's Joy"
"3965",3965,"6/11/13","2013",NA,NA,"Joy's Joy","Outside",NA,3,"Spanish Hogfish",5,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,4.72026,0.066666667,"Joy's Joy"
"3966",3966,"","2013",NA,NA,"Meadows","Inside ",NA,3,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"The Meadows"
"3967",3967,"","2013",NA,NA,"Meadows","Inside ",NA,10,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"The Meadows"
"3968",3968,"6/13/13","2013",NA,NA,"Mixing Bowl","Inside ",NA,1,"Spanish Hogfish",40,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1427.09492,0.033333333,"Sailfin Miniwall"
"3969",3969,"6/13/13","2013",NA,NA,"Mixing Bowl","Inside ",NA,2,"Spanish Hogfish",5,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,4.72026,0.066666667,"Sailfin Miniwall"
"3970",3970,"6/13/13","2013",NA,NA,"Mixing Bowl","Inside ",NA,3,"Spanish Hogfish",5,2,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,4.72026,0.066666667,"Sailfin Miniwall"
"3971",3971,"6/13/13","2013",NA,NA,"Mixing Bowl","Inside ",NA,4,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Sailfin Miniwall"
"3972",3972,"6/13/13","2013",NA,NA,"Mixing Bowl","Inside ",NA,6,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"Sailfin Miniwall"
"3973",3973,"6/13/13","2013",NA,NA,"Mixing Bowl","Inside ",NA,7,"Spanish Hogfish",40,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,1427.09492,0.033333333,"Sailfin Miniwall"
"3974",3974,"","2013",NA,NA,"Sailfin","Outside",NA,3,"Spanish Hogfish",5,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,2.36013,0.033333333,"Sailfin Reef"
"3975",3975,"6/10/13","2013",NA,NA,"Snapshot","Outside",NA,1,"Spanish Hogfish",10,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,19.95759,0.033333333,"Snap Shot"
"3976",3976,"6/10/13","2013",NA,NA,"Snapshot","Outside",NA,4,"Spanish Hogfish",20,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,168.76426,0.033333333,"Snap Shot"
"3977",3977,"","2013",NA,NA,"West Point","Outside",NA,7,"Spanish Hogfish",10,1,"Bodianus rufus","Other Fishes","Carnivore",0.0166,3.08,19.95759,0.033333333,"West Point"
"3978",3978,"6/2/12","2012",NA,NA,"Coral City","Outside",NA,5,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"Coral City"
"3979",3979,"6/2/12","2012",NA,NA,"Grundy's Gardens","Inside ",NA,7,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"Grundy's Gardens"
"3980",3980,"5/28/12","2012",NA,NA,"ICON","Inside ",NA,5,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"Icon"
"3981",3981,"5/28/12","2012",NA,NA,"ICON","Inside ",NA,6,"Threespot Damselfish",5,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,2.50587,0.033333333,"Icon"
"3982",3982,"","2012",NA,NA,"Jigsaw","Outside",NA,5,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"Jigsaw Puzzle"
"3983",3983,"","2012",NA,NA,"Jigsaw","Outside",NA,9,"Threespot Damselfish",5,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,2.50587,0.033333333,"Jigsaw Puzzle"
"3984",3984,"","2012",NA,NA,"Meadows","Inside ",NA,3,"Threespot Damselfish",10,2,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,38.99758,0.066666667,"The Meadows"
"3985",3985,"","2012",NA,NA,"Meadows","Inside ",NA,8,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"The Meadows"
"3986",3986,"","2012",NA,NA,"Meadows","Inside ",NA,9,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"The Meadows"
"3987",3987,"","2012",NA,NA,"Meadows","Inside ",NA,10,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"The Meadows"
"3988",3988,"5/30/12","2012",NA,NA,"Mixing Bowl","Inside ",NA,7,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"Sailfin Miniwall"
"3989",3989,"5/30/12","2012",NA,NA,"Mixing Bowl","Inside ",NA,8,"Threespot Damselfish",5,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,2.50587,0.033333333,"Sailfin Miniwall"
"3990",3990,"5/30/12","2012",NA,NA,"Mixing Bowl","Inside ",NA,9,"Threespot Damselfish",10,3,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,58.49638,0.1,"Sailfin Miniwall"
"3991",3991,"","2012",NA,NA,"Sailfin","Outside",NA,1,"Threespot Damselfish",5,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,2.50587,0.033333333,"Sailfin Reef"
"3992",3992,"","2012",NA,NA,"Sailfin","Outside",NA,6,"Threespot Damselfish",5,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,2.50587,0.033333333,"Sailfin Reef"
"3993",3993,"","2012",NA,NA,"Sailfin","Outside",NA,6,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"Sailfin Reef"
"3994",3994,"5/29/12","2012",NA,NA,"Snapshot","Outside",NA,7,"Threespot Damselfish",10,2,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,38.99758,0.066666667,"Snap Shot"
"3995",3995,"6/12/13","2013",NA,NA,"Grundy's Gardens","Inside ",NA,3,"Threespot Damselfish",5,2,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,5.01174,0.066666667,"Grundy's Gardens"
"3996",3996,"6/12/13","2013",NA,NA,"Grundy's Gardens","Inside ",NA,4,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"Grundy's Gardens"
"3997",3997,"6/12/13","2013",NA,NA,"Grundy's Gardens","Inside ",NA,5,"Threespot Damselfish",5,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,2.50587,0.033333333,"Grundy's Gardens"
"3998",3998,"6/12/13","2013",NA,NA,"Grundy's Gardens","Inside ",NA,5,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"Grundy's Gardens"
"3999",3999,"","2013",NA,NA,"Jigsaw","Outside",NA,1,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"Jigsaw Puzzle"
"4000",4000,"","2013",NA,NA,"Jigsaw","Outside",NA,5,"Threespot Damselfish",5,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,2.50587,0.033333333,"Jigsaw Puzzle"
"4001",4001,"","2013",NA,NA,"Meadows","Inside ",NA,1,"Threespot Damselfish",5,2,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,5.01174,0.066666667,"The Meadows"
"4002",4002,"","2013",NA,NA,"Meadows","Inside ",NA,1,"Threespot Damselfish",10,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,19.49879,0.033333333,"The Meadows"
"4003",4003,"","2013",NA,NA,"Meadows","Inside ",NA,2,"Threespot Damselfish",5,1,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,2.50587,0.033333333,"The Meadows"
"4004",4004,"","2013",NA,NA,"Meadows","Inside ",NA,2,"Threespot Damselfish",10,3,"Stegastes planifrons","Other Fishes","Herbivore",0.02138,2.96,58.49638,0.1,"The Meadows"
